epoch,acc,learning_rate,loss,val_acc,val_loss,Precision,Recall,F1_Score
47,0.9831748604774475,4.999999873689376e-06,0.04587303847074509,0.88165682554245,0.7928218245506287,0.8375739842643275,0.793491143988205,0.8152173913043479
48,0.984150230884552,4.999999873689376e-06,0.045867256820201874,0.8836292028427124,0.8083431124687195,0.8394477427005768,0.7952662825584412,0.8169014084507042
49,0.9843940734863281,4.999999873689376e-06,0.043669167906045914,0.88165682554245,0.835710883140564,0.8375739842643275,0.793491143988205,0.8152173913043479
50,0.9846379160881042,4.999999873689376e-06,0.041992418467998505,0.8856015801429749,0.8229954242706299,0.8413215011358262,0.7970414221286774,0.8186046511627907
51,0.9829310178756714,4.999999873689376e-06,0.04259370267391205,0.8796843886375427,0.8670306205749512,0.8357001682056656,0.7917159497736884,0.8132530120481928
52,0.9856132864952087,4.999999987376214e-07,0.03571288287639618,0.8796843886375427,0.8693984746932983,0.8357001682056656,0.7917159497736884,0.8132530120481928
53,0.9882955551147461,4.999999987376214e-07,0.032621271908283234,0.8757396340370178,0.8792833685874939,0.8319526523351669,0.788165670633316,0.8095238095238096
54,0.9875640273094177,4.999999987376214e-07,0.033130254596471786,0.8717948794364929,0.891715407371521,0.8282051354646683,0.7846153914928436,0.8058252427184466
55,0.9892709255218506,4.999999987376214e-07,0.031624067574739456,0.8737672567367554,0.9021804332733154,0.8300788938999126,0.7863905310627986,0.8076923076923077
56,0.9882955551147461,4.999999987376214e-07,0.03228948637843132,0.8717948794364929,0.9093391299247742,0.8282051354646683,0.7846153914928436,0.8058252427184466
57,0.9878078699111938,4.999999987376214e-07,0.031362004578113556,0.8777120113372803,0.922690212726593,0.8338264127704159,0.7902408102035523,0.8115183246073299
58,0.9897586107254028,4.999999987376214e-07,0.029667895287275314,0.8777120113372803,0.9327490925788879,0.8338264127704159,0.7902408102035523,0.8115183246073299
59,0.98805171251297,4.999999987376214e-07,0.030804842710494995,0.8777120113372803,0.9457325339317322,0.8338264127704159,0.7902408102035523,0.8115183246073299
60,0.9885393977165222,4.999999987376214e-07,0.030307045206427574,0.8777120113372803,0.9545784592628479,0.8338264127704159,0.7902408102035523,0.8115183246073299
61,0.9865886569023132,4.999999987376214e-07,0.031754978001117706,0.8777120113372803,0.9607207775115967,0.8338264127704159,0.7902408102035523,0.8115183246073299
62,0.9885393977165222,5.000000058430487e-08,0.02955104224383831,0.8777120113372803,0.9614073634147644,0.8338264127704159,0.7902408102035523,0.8115183246073299
63,0.9882955551147461,5.000000058430487e-08,0.0303200650960207,0.8777120113372803,0.9616139531135559,0.8338264127704159,0.7902408102035523,0.8115183246073299
64,0.9902462959289551,5.000000058430487e-08,0.028484003618359566,0.8777120113372803,0.9621623754501343,0.8338264127704159,0.7902408102035523,0.8115183246073299
65,0.9907339811325073,5.000000058430487e-08,0.027707407251000404,0.8777120113372803,0.9619896411895752,0.8338264127704159,0.7902408102035523,0.8115183246073299
66,0.9897586107254028,5.000000058430487e-08,0.027048658579587936,0.8777120113372803,0.9635645747184753,0.8338264127704159,0.7902408102035523,0.8115183246073299
67,0.9885393977165222,5.000000058430487e-08,0.02915843017399311,0.8777120113372803,0.9645107984542847,0.8338264127704159,0.7902408102035523,0.8115183246073299
68,0.9878078699111938,5.000000058430487e-08,0.030090006068348885,0.8796843886375427,0.9641805291175842,0.8357001682056656,0.7921659497736884,0.8134328358208955
69,0.9885393977165222,5.000000058430487e-08,0.02954801358282566,0.8796843886375427,0.9641051888465881,0.8357001682056656,0.7921659497736884,0.8134328358208955
70,0.9887832403182983,5.000000058430487e-08,0.02855926938354969,0.8796843886375427,0.9647236466407776,0.8357001682056656,0.7921659497736884,0.8134328358208955
71,0.9882955551147461,5.000000058430487e-08,0.030308932065963745,0.8796843886375427,0.9647295475006104,0.8357001682056656,0.7921659497736884,0.8134328358208955
72,0.9882955551147461,4.999999969612645e-09,0.028995519503951073,0.8796843886375427,0.9648129940032959,0.8357001682056656,0.7921659497736884,0.8134328358208955
73,0.9902462959289551,4.999999969612645e-09,0.028962386772036552,0.8796843886375427,0.9647807478904724,0.8357001682056656,0.7921659497736884,0.8134328358208955
74,0.9897586107254028,4.999999969612645e-09,0.028645899146795273,0.8796843886375427,0.9648815393447876,0.8357001682056656,0.7921659497736884,0.8134328358208955
75,0.9892709255218506,4.999999969612645e-09,0.028779475018382072,0.8796843886375427,0.9649023413658142,0.8357001682056656,0.7921659497736884,0.8134328358208955
76,0.9892709255218506,4.999999969612645e-09,0.028674699366092682,0.8796843886375427,0.9649430513381958,0.8357001682056656,0.7921659497736884,0.8134328358208955
77,0.9892709255218506,4.999999969612645e-09,0.028831912204623222,0.8796843886375427,0.9650083184242249,0.8357001682056656,0.7921659497736884,0.8134328358208955
78,0.9887832403182983,4.999999969612645e-09,0.0292438343167305,0.8796843886375427,0.9650816321372986,0.8357001682056656,0.7921659497736884,0.8134328358208955
79,0.9885393977165222,4.999999969612645e-09,0.027299437671899796,0.8796843886375427,0.9651961326599121,0.8357001682056656,0.7921659497736884,0.8134328358208955
80,0.9873201847076416,4.999999969612645e-09,0.030102496966719627,0.8796843886375427,0.9652180671691895,0.8357001682056656,0.7921659497736884,0.8134328358208955
81,0.98805171251297,4.999999969612645e-09,0.02987244538962841,0.8796843886375427,0.9652856588363647,0.8357001682056656,0.7921659497736884,0.8134328358208955
82,0.9892709255218506,4.999999858590343e-10,0.028188431635499,0.8796843886375427,0.965287983417511,0.8357001682056656,0.7921659497736884,0.8134328358208955
83,0.990002453327179,4.999999858590343e-10,0.028767526149749756,0.8796843886375427,0.9652906656265259,0.8357001682056656,0.7921659497736884,0.8134328358208955
84,0.9885393977165222,4.999999858590343e-10,0.02977011911571026,0.8796843886375427,0.9652953147888184,0.8357001682056656,0.7921659497736884,0.8134328358208955
85,0.9892709255218506,4.999999858590343e-10,0.028437599539756775,0.8796843886375427,0.9652966856956482,0.8357001682056656,0.7921659497736884,0.8134328358208955
86,0.9902462959289551,4.999999858590343e-10,0.028181273490190506,0.8796843886375427,0.9652976393699646,0.8357001682056656,0.7921659497736884,0.8134328358208955
87,0.9882955551147461,4.999999858590343e-10,0.03024541400372982,0.8796843886375427,0.9652988910675049,0.8357001682056656,0.7921659497736884,0.8134328358208955
88,0.9878078699111938,4.999999858590343e-10,0.030432965606451035,0.8796843886375427,0.9652994871139526,0.8357001682056656,0.7921659497736884,0.8134328358208955
89,0.9885393977165222,4.999999858590343e-10,0.029664302244782448,0.8796843886375427,0.9653003215789795,0.8357001682056656,0.7921659497736884,0.8134328358208955
90,0.9892709255218506,4.999999858590343e-10,0.028344063088297844,0.8796843886375427,0.9653010964393616,0.8357001682056656,0.7921659497736884,0.8134328358208955
91,0.9890270829200745,4.999999858590343e-10,0.029271895065903664,0.8796843886375427,0.9653025269508362,0.8357001682056656,0.7921659497736884,0.8134328358208955
92,0.9882955551147461,1.000000013351432e-10,0.03017682023346424,0.8796843886375427,0.9653026461601257,0.8357001682056656,0.7921659497736884,0.8134328358208955
93,0.9882955551147461,1.000000013351432e-10,0.030013225972652435,0.8796843886375427,0.9653027653694153,0.8357001682056656,0.7921659497736884,0.8134328358208955
94,0.9882955551147461,1.000000013351432e-10,0.028810938820242882,0.8796843886375427,0.9653028845787048,0.8357001682056656,0.7921659497736884,0.8134328358208955
95,0.98805171251297,1.000000013351432e-10,0.030318759381771088,0.8796843886375427,0.9653028845787048,0.8357001682056656,0.7921659497736884,0.8134328358208955
96,0.9902462959289551,1.000000013351432e-10,0.028133872896432877,0.8796843886375427,0.9653030633926392,0.8357001682056656,0.7921659497736884,0.8134328358208955
97,0.9904901385307312,1.000000013351432e-10,0.02826470509171486,0.8796843886375427,0.9653030633926392,0.8357001682056656,0.7921659497736884,0.8134328358208955
98,0.9892709255218506,1.000000013351432e-10,0.0297046210616827,0.8796843886375427,0.9653029441833496,0.8357001682056656,0.7921659497736884,0.8134328358208955
99,0.9885393977165222,1.000000013351432e-10,0.030346982181072235,0.8796843886375427,0.9653031826019287,0.8357001682056656,0.7921659497736884,0.8134328358208955
